sentence,labeled_precision,labeled_recall,correct_gold_subtrees,labeled_f1_score,total_gold_subtrees,total_test_subtrees,unlabeled_precision,unlabeled_recall,unlabeled_f1_score,correct_gold_spans,total_gold_spans,total_test_spans,errors.PP,errors.S,confusion.PP.SBAR,confusion.PP.PP,confusion.S.S,confusion.NP.NP,confusion.VP.VP,confusion.PP.VP,errors.NP,errors.VP,confusion.S.NP,confusion.PP.S,confusion.NP.ADVP,errors.ADJP,confusion.PP.ADVP,confusion.VP.NP,confusion.S.VP,errors.SBAR,confusion.SBAR.NP,confusion.ADJP.ADJP,confusion.SBAR.SBAR,confusion.PP.NP,confusion.S.SBAR,confusion.PP.ADJP,confusion.ADJP.VP,confusion.S.UCP,confusion.ADVP.ADVP,confusion.NP.PP,confusion.S.SINV,confusion.VP.ADJP
Think the gods he did n't have to know of this .,1.0,1.0,14,1.0,14,14,1.0,1.0,1.0,14,14,14,0.0,0.0,0.0,1.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thak the gods he did n't have to know of this .,1.0,1.0,14,1.0,14,14,1.0,1.0,1.0,14,14,14,0.0,0.0,0.0,1.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thank there gods he did n't have to know of this .,0.8,0.8571428571428571,12,0.8275862068965518,14,15,0.8,0.8571428571428571,0.8275862068965518,12,14,15,0.0,0.0,0.0,1.0,3.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thank tho gods he did n't have to know of this .,0.8,0.8571428571428571,12,0.8275862068965518,14,15,0.8,0.8571428571428571,0.8275862068965518,12,14,15,0.0,0.0,0.0,1.0,3.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thank teh gods he did n't have to know of this .,1.0,1.0,14,1.0,14,14,1.0,1.0,1.0,14,14,14,0.0,0.0,0.0,1.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thank the dogs he did n't have to know of this .,1.0,1.0,14,1.0,14,14,1.0,1.0,1.0,14,14,14,0.0,0.0,0.0,1.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thank the gods he di n't have to know of this .,0.5714285714285714,0.5714285714285714,8,0.5714285714285714,14,14,0.5714285714285714,0.5714285714285714,0.5714285714285714,8,14,14,0.0,2.0,0.0,1.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thank the gods he doin n't have to know of this .,0.5714285714285714,0.5714285714285714,8,0.5714285714285714,14,14,0.5714285714285714,0.5714285714285714,0.5714285714285714,8,14,14,0.0,2.0,0.0,1.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thank the gods he dId n't have to know of this .,0.5714285714285714,0.5714285714285714,8,0.5714285714285714,14,14,0.5714285714285714,0.5714285714285714,0.5714285714285714,8,14,14,0.0,2.0,0.0,1.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thank the gods he didd n't have to know of this .,0.5714285714285714,0.5714285714285714,8,0.5714285714285714,14,14,0.5714285714285714,0.5714285714285714,0.5714285714285714,8,14,14,0.0,2.0,0.0,1.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thank the gods he did in ' t have to know of this .,0.5333333333333333,0.5714285714285714,8,0.5517241379310344,14,15,0.5333333333333333,0.5714285714285714,0.5517241379310344,8,14,15,0.0,2.0,0.0,1.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thank the gods he did n ' it have to know of this .,0.4444444444444444,0.5714285714285714,8,0.5,14,18,0.4444444444444444,0.5714285714285714,0.5,8,14,18,0.0,2.0,0.0,1.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thank the gods he did No ' t have to know of this .,0.5333333333333333,0.5714285714285714,8,0.5517241379310344,14,15,0.5333333333333333,0.5714285714285714,0.5517241379310344,8,14,15,0.0,2.0,0.0,1.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thank the gods he did n ' th have to know of this .,0.5333333333333333,0.5714285714285714,8,0.5517241379310344,14,15,0.5333333333333333,0.5714285714285714,0.5517241379310344,8,14,15,0.0,2.0,0.0,1.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thank the gods he did n't hav to know of this .,0.625,0.7142857142857143,10,0.6666666666666666,14,16,0.625,0.7142857142857143,0.6666666666666666,10,14,16,0.0,1.0,0.0,1.0,2.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thank the gods he did n't Hve to know of this .,1.0,1.0,14,1.0,14,14,1.0,1.0,1.0,14,14,14,0.0,0.0,0.0,1.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thank the gods he did n't yave to know of this .,1.0,1.0,14,1.0,14,14,1.0,1.0,1.0,14,14,14,0.0,0.0,0.0,1.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thank the gods he did n't hamve to know of this .,1.0,1.0,14,1.0,14,14,1.0,1.0,1.0,14,14,14,0.0,0.0,0.0,1.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thank the gods he did n't having to know of this .,1.0,1.0,14,1.0,14,14,1.0,1.0,1.0,14,14,14,0.0,0.0,0.0,1.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thank the gods he did n't have to no of this .,0.8666666666666667,0.9285714285714286,13,0.896551724137931,14,15,0.9333333333333333,1.0,0.9655172413793104,14,14,15,0.0,0.0,0.0,1.0,3.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thank the gods he did n't have to kwow of this .,1.0,1.0,14,1.0,14,14,1.0,1.0,1.0,14,14,14,0.0,0.0,0.0,1.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thank the gods he did n't have to knowd of this .,1.0,1.0,14,1.0,14,14,1.0,1.0,1.0,14,14,14,0.0,0.0,0.0,1.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thank the gods he did n't have to kmow of this .,1.0,1.0,14,1.0,14,14,1.0,1.0,1.0,14,14,14,0.0,0.0,0.0,1.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thank the gods he did n't have to knaw of this .,1.0,1.0,14,1.0,14,14,1.0,1.0,1.0,14,14,14,0.0,0.0,0.0,1.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thank the gods he did n't have to know of DIS .,1.0,1.0,14,1.0,14,14,1.0,1.0,1.0,14,14,14,0.0,0.0,0.0,1.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thank the gods he did n't have to know of his .,1.0,1.0,14,1.0,14,14,1.0,1.0,1.0,14,14,14,0.0,0.0,0.0,1.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thank the gods he did n't have to know of thise .,1.0,1.0,14,1.0,14,14,1.0,1.0,1.0,14,14,14,0.0,0.0,0.0,1.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thank the gods he did n't have to know of ti .,1.0,1.0,14,1.0,14,14,1.0,1.0,1.0,14,14,14,0.0,0.0,0.0,1.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thank the gods he did n't have to know of thhis .,1.0,1.0,14,1.0,14,14,1.0,1.0,1.0,14,14,14,0.0,0.0,0.0,1.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
